value,pos
66.78519,14035
66.78669,14036
66.78669,14037
66.78669,14038
66.7915,14039
66.79246,14040
66.79246,14041
66.79246,14042
66.79508,14043
66.79857,14044
66.80012,14045
66.80267,14046
66.8035,14047
66.80524,14048
66.80524,14049
66.80562,14050
66.80644,14051
66.80978,14052
66.81052,14053
66.81308,14054
66.81308,14055
66.81399,14056
66.8162,14057
66.81655,14058
66.81666,14059
66.81831,14060
66.82408,14061
66.82441,14062
66.82441,14063
66.82823,14064
66.8299,14065
66.83333,14066
66.83333,14067
66.83721,14068
66.8389,14069
66.84522,14070
66.84579,14071
66.84684,14072
66.84943,14073
66.85167,14074
66.85344,14075
66.85946,14076
66.85963,14077
66.86129,14078
66.86291,14079
66.86657,14080
66.87,14081
66.87012,14082
66.87024,14083
66.87546,14084
66.88379,14085
66.88458,14086
66.88774,14087
66.88863,14088
66.89078,14089
66.8955,14090
66.90217,14091
66.90256,14092
66.9027,14093
66.90599,14094
66.9073,14095
66.90788,14096
66.91035,14097
66.91096,14098
66.91667,14099
66.92417,14100
66.92435,14101
66.92642,14102
66.92705,14103
66.93222,14104
66.93222,14105
66.93222,14106
66.93427,14107
66.93459,14108
66.93459,14109
66.9373,14110
66.93979,14111
66.94224,14112
66.9428,14113
66.94293,14114
66.94293,14115
66.94293,14116
66.94735,14117
66.94996,14118
66.95122,14119
66.95122,14120
66.95157,14121
66.95539,14122
66.95547,14123
66.9556,14124
66.95616,14125
66.95664,14126
66.95703,14127
66.96247,14128
66.96436,14129
66.96644,14130
66.98239,14131
66.98488,14132
66.98491,14133
66.98496,14134
66.98511,14135
66.98581,14136
66.98619,14137
66.98619,14138
66.98765,14139
66.98765,14140
66.98834,14141
66.99021,14142
66.99026,14143
66.99277,14144
66.9934,14145
66.99928,14146
67,14147
67.00482,14148
67.00559,14149
67.00646,14150
67.00655,14151
67.00774,14152
67.0106,14153
67.01473,14154
67.01509,14155
67.01755,14156
67.01755,14157
67.02387,14158
67.0258,14159
67.02719,14160
67.03178,14161
67.03221,14162
67.03739,14163
67.04755,14164
67.05056,14165
67.05235,14166
67.05402,14167
67.05742,14168
67.05878,14169
67.05881,14170
67.05884,14171
67.06071,14172
67.06203,14173
67.06203,14174
67.06459,14175
67.06938,14176
67.06956,14177
67.07156,14178
67.07196,14179
67.07196,14180
67.07496,14181
67.07948,14182
67.0813,14183
67.0831,14184
67.08333,14185
67.09043,14186
67.09396,14187
67.09788,14188
67.10309,14189
67.10359,14190
67.10386,14191
67.10745,14192
67.11143,14193
67.11154,14194
67.11328,14195
67.11464,14196
67.11663,14197
67.12118,14198
67.12342,14199
67.12342,14200
67.12342,14201
67.13554,14202
67.14125,14203
67.14125,14204
67.142,14205
67.14202,14206
67.14388,14207
67.14412,14208
67.14634,14209
67.14667,14210
67.14732,14211
67.1475,14212
67.14922,14213
67.15477,14214
67.15703,14215
67.15798,14216
67.1584,14217
67.15965,14218
67.16233,14219
67.16454,14220
67.16667,14221
67.16983,14222
67.16983,14223
67.16983,14224
67.16983,14225
67.17129,14226
67.17861,14227
67.18165,14228
67.18439,14229
67.18656,14230
67.18656,14231
67.18656,14232
67.18656,14233
67.18656,14234
67.18779,14235
67.19519,14236
67.19528,14237
67.19761,14238
67.201,14239
67.2056,14240
67.20683,14241
67.20757,14242
67.208,14243
67.20811,14244
67.20934,14245
67.21401,14246
67.21629,14247
67.21795,14248
67.22191,14249
67.22204,14250
67.2268,14251
67.22962,14252
67.23,14253
67.23091,14254
67.23127,14255
67.23133,14256
67.23672,14257
67.23672,14258
67.23842,14259
67.23842,14260
67.23842,14261
67.24023,14262
67.24096,14263
67.24117,14264
67.24795,14265
67.25787,14266
67.25914,14267
67.26402,14268
67.26692,14269
67.26731,14270
67.26838,14271
67.26968,14272
67.27004,14273
67.27109,14274
67.27305,14275
67.27493,14276
67.27521,14277
67.27596,14278
67.27639,14279
67.27639,14280
67.27641,14281
67.28608,14282
67.29033,14283
67.2943,14284
67.29439,14285
67.30279,14286
67.31738,14287
67.31738,14288
67.31962,14289
67.32272,14290
67.32387,14291
67.3273,14292
67.32839,14293
67.32906,14294
67.32916,14295
67.32951,14296
67.32966,14297
67.33163,14298
67.33163,14299
67.33284,14300
67.33284,14301
67.33333,14302
67.33751,14303
67.33751,14304
67.33995,14305
67.34386,14306
67.34518,14307
67.35132,14308
67.35524,14309
67.356,14310
67.35631,14311
67.35906,14312
67.36172,14313
67.36255,14314
67.36381,14315
67.36451,14316
67.36715,14317
67.37106,14318
67.37229,14319
67.37558,14320
67.38021,14321
67.38162,14322
67.39252,14323
67.39252,14324
67.39305,14325
67.39637,14326
67.39726,14327
67.40755,14328
67.40791,14329
67.41047,14330
67.41117,14331
67.41513,14332
67.4152,14333
67.41594,14334
67.42068,14335
67.42162,14336
67.42371,14337
67.42443,14338
67.42503,14339
67.42948,14340
67.43191,14341
67.43245,14342
67.43245,14343
67.43245,14344
67.43461,14345
67.43503,14346
67.44246,14347
67.44452,14348
67.44733,14349
67.45057,14350
67.45081,14351
67.45177,14352
67.45363,14353
67.45576,14354
67.45576,14355
67.45636,14356
67.45863,14357
67.46374,14358
67.46633,14359
67.46683,14360
67.46898,14361
67.47248,14362
67.47314,14363
67.47344,14364
67.47438,14365
67.47455,14366
67.47474,14367
67.47775,14368
67.48227,14369
67.48475,14370
67.4904,14371
67.49114,14372
67.49659,14373
67.49816,14374
67.49893,14375
67.5,14376
67.5,14377
67.5,14378
67.50314,14379
67.50658,14380
67.50658,14381
67.50758,14382
67.50777,14383
67.50817,14384
67.50916,14385
67.5112,14386
67.51295,14387
67.51798,14388
67.51798,14389
67.51813,14390
67.52386,14391
67.52486,14392
67.52573,14393
67.52657,14394
67.52826,14395
67.53149,14396
67.53188,14397
67.53629,14398
67.5381,14399
67.53889,14400
67.53936,14401
67.54022,14402
67.54706,14403
67.54706,14404
67.5478,14405
67.55016,14406
67.55595,14407
67.55631,14408
67.55817,14409
67.55932,14410
67.56046,14411
67.56694,14412
67.57144,14413
67.58168,14414
67.58329,14415
67.58329,14416
67.58333,14417
67.58333,14418
67.58333,14419
67.58775,14420
67.58977,14421
67.59064,14422
67.5935,14423
67.59574,14424
67.59574,14425
67.59775,14426
67.60133,14427
67.60357,14428
67.60357,14429
67.60357,14430
67.60357,14431
67.60357,14432
67.60357,14433
67.60357,14434
67.60357,14435
67.60357,14436
67.60357,14437
67.60357,14438
67.60357,14439
67.60357,14440
67.60357,14441
67.60357,14442
67.60357,14443
67.60357,14444
67.60357,14445
67.60357,14446
67.60357,14447
67.60449,14448
67.60649,14449
67.60869,14450
67.61026,14451
67.61151,14452
67.6143,14453
67.6143,14454
67.61501,14455
67.61564,14456
67.61768,14457
67.62278,14458
67.62513,14459
67.62738,14460
67.62745,14461
67.62745,14462
67.62786,14463
67.63121,14464
67.63807,14465
67.63904,14466
67.63904,14467
67.64082,14468
67.64877,14469
67.65314,14470
67.66262,14471
67.66667,14472
67.66667,14473
67.66667,14474
67.66667,14475
67.66667,14476
67.66667,14477
67.66667,14478
67.66667,14479
67.67119,14480
67.67133,14481
67.67133,14482
67.68243,14483
67.68513,14484
67.68771,14485
67.68939,14486
67.69455,14487
67.69455,14488
67.69455,14489
67.69455,14490
67.69455,14491
67.69455,14492
67.69476,14493
67.71345,14494
67.71569,14495
67.71674,14496
67.71926,14497
67.7215,14498
67.72157,14499
67.72368,14500
67.72368,14501
67.7326,14502
67.73604,14503
67.74575,14504
67.74582,14505
67.75,14506
67.75296,14507
67.75385,14508
67.75407,14509
67.75652,14510
67.75831,14511
67.75831,14512
67.75917,14513
67.76052,14514
67.76224,14515
67.76245,14516
67.76245,14517
67.76547,14518
67.76995,14519
67.77156,14520
67.77156,14521
67.77328,14522
67.77328,14523
67.77454,14524
67.77454,14525
67.77651,14526
67.78124,14527
67.78424,14528
67.78437,14529
67.78471,14530
67.78631,14531
67.79018,14532
67.79155,14533
67.79164,14534
67.79187,14535
67.79567,14536
67.79772,14537
67.80009,14538
67.8061,14539
67.80748,14540
67.81028,14541
67.81293,14542
67.81422,14543
67.81658,14544
67.82118,14545
67.82156,14546
67.82156,14547
67.8222,14548
67.82452,14549
67.82504,14550
67.82625,14551
67.82735,14552
67.82939,14553
67.83333,14554
67.83856,14555
67.83864,14556
67.83887,14557
67.83887,14558
67.83887,14559
67.83887,14560
67.83887,14561
67.83887,14562
67.83887,14563
67.83887,14564
67.83887,14565
67.83902,14566
67.83979,14567
67.84166,14568
67.84422,14569
67.85378,14570
67.85719,14571
67.85866,14572
67.85906,14573
67.85906,14574
67.86217,14575
67.8631,14576
67.86709,14577
67.86732,14578
67.8674,14579
67.86964,14580
67.87216,14581
67.87338,14582
67.87386,14583
67.87804,14584
67.88249,14585
67.88972,14586
67.89466,14587
67.89473,14588
67.89493,14589
67.8994,14590
67.90012,14591
67.90045,14592
67.90184,14593
67.90184,14594
67.9042,14595
67.90779,14596
67.9107,14597
67.91181,14598
67.91236,14599
67.9124,14600
67.91279,14601
67.91316,14602
67.91517,14603
67.91614,14604
67.91667,14605
67.91667,14606
67.91667,14607
67.92444,14608
67.92675,14609
67.92845,14610
67.92863,14611
67.92915,14612
67.94089,14613
67.94089,14614
67.94089,14615
67.94089,14616
67.94774,14617
67.9483,14618
67.95305,14619
67.95332,14620
67.95391,14621
67.95754,14622
67.95856,14623
67.95876,14624
67.95907,14625
67.96147,14626
67.96202,14627
67.96538,14628
67.96538,14629
67.96538,14630
67.96538,14631
67.96617,14632
67.96884,14633
67.9691,14634
67.96987,14635
67.97017,14636
67.97712,14637
67.97756,14638
67.97803,14639
67.98343,14640
67.98381,14641
67.98381,14642
67.98584,14643
67.98651,14644
67.98847,14645
67.98896,14646
67.98896,14647
67.9911,14648
67.99114,14649
67.99122,14650
67.99676,14651
67.99677,14652
67.99871,14653
67.99921,14654
68.00386,14655
68.00402,14656
68.00439,14657
68.00616,14658
68.00809,14659
68.00864,14660
68.00864,14661
68.00916,14662
68.00989,14663
68.01135,14664
68.0131,14665
68.01722,14666
68.02752,14667
68.02793,14668
68.02828,14669
68.03364,14670
68.03458,14671
68.0351,14672
68.03656,14673
68.04062,14674
68.04179,14675
68.04489,14676
68.04509,14677
68.0454,14678
68.04734,14679
68.05327,14680
68.05327,14681
68.05551,14682
68.05609,14683
68.06036,14684
68.06147,14685
68.06147,14686
68.06147,14687
68.06147,14688
68.06555,14689
68.06563,14690
68.06813,14691
68.0737,14692
68.07437,14693
68.07734,14694
68.08203,14695
68.08333,14696
68.0947,14697
68.09569,14698
68.09634,14699
68.09794,14700
68.1015,14701
68.10226,14702
68.1066,14703
68.10727,14704
68.10727,14705
68.1098,14706
68.10986,14707
68.11126,14708
68.11219,14709
68.11387,14710
68.1147,14711
68.11967,14712
68.11983,14713
68.11983,14714
68.11983,14715
68.12342,14716
68.12504,14717
68.12504,14718
68.12863,14719
68.13111,14720
68.13111,14721
68.13241,14722
68.13833,14723
68.14067,14724
68.14089,14725
68.14321,14726
68.14337,14727
68.14382,14728
68.14989,14729
68.15319,14730
68.15364,14731
68.15419,14732
68.15701,14733
68.16345,14734
68.16413,14735
68.1644,14736
68.17007,14737
68.17116,14738
68.17404,14739
68.17455,14740
68.17603,14741
68.18179,14742
68.18713,14743
68.18783,14744
68.18786,14745
68.18909,14746
68.18927,14747
68.19301,14748
68.19371,14749
68.19507,14750
68.1984,14751
68.19845,14752
68.19853,14753
68.19892,14754
68.20274,14755
68.20274,14756
68.20319,14757
68.20828,14758
68.20828,14759
68.21155,14760
68.2117,14761
68.2117,14762
68.21399,14763
68.2227,14764
68.22415,14765
68.22731,14766
68.23283,14767
68.2377,14768
68.23787,14769
68.24123,14770
68.24175,14771
68.24558,14772
68.24644,14773
68.24979,14774
68.25698,14775
68.25915,14776
68.25934,14777
68.25934,14778
68.25934,14779
68.26193,14780
68.26436,14781
68.26555,14782
68.26702,14783
68.26749,14784
68.27041,14785
68.27112,14786
68.27597,14787
68.2763,14788
68.27685,14789
68.27787,14790
68.27916,14791
68.28321,14792
68.29147,14793
68.29763,14794
68.29831,14795
68.29949,14796
68.30101,14797
68.30101,14798
68.30101,14799
68.30101,14800
68.30101,14801
68.30248,14802
68.30309,14803
68.30533,14804
68.3061,14805
68.31278,14806
68.31691,14807
68.31716,14808
68.3265,14809
68.32729,14810
68.33164,14811
68.33235,14812
68.33235,14813
68.33235,14814
68.33331,14815
68.33331,14816
68.33333,14817
68.33333,14818
68.33634,14819
68.33847,14820
68.33847,14821
68.33847,14822
68.33847,14823
68.33963,14824
68.34015,14825
68.34253,14826
68.34509,14827
68.34552,14828
68.34704,14829
68.3514,14830
68.35308,14831
68.36062,14832
68.36126,14833
68.36296,14834
68.36296,14835
68.3645,14836
68.3645,14837
68.36453,14838
68.36667,14839
68.36991,14840
68.37204,14841
68.37285,14842
68.37798,14843
68.37798,14844
68.37798,14845
68.38046,14846
68.38102,14847
68.38102,14848
68.38304,14849
68.38334,14850
68.38334,14851
68.38602,14852
68.38602,14853
68.3865,14854
68.38958,14855
68.38958,14856
68.39137,14857
68.39137,14858
68.39482,14859
68.39976,14860
68.3998,14861
68.3998,14862
68.40004,14863
68.40011,14864
68.40011,14865
68.40011,14866
68.40162,14867
68.40413,14868
68.40422,14869
68.40605,14870
68.4062,14871
68.4104,14872
68.41125,14873
68.41227,14874
68.41227,14875
68.41227,14876
68.41227,14877
68.41227,14878
68.41638,14879
68.41667,14880
68.41667,14881
68.41667,14882
68.42137,14883
68.42137,14884
68.42137,14885
68.42315,14886
68.42665,14887
68.42837,14888
68.42986,14889
68.44089,14890
68.44538,14891
68.44775,14892
68.44843,14893
68.45272,14894
68.45374,14895
68.45427,14896
68.45792,14897
68.45882,14898
68.46073,14899
68.46203,14900
68.46203,14901
68.46433,14902
68.46633,14903
68.46633,14904
68.46633,14905
68.46773,14906
68.46881,14907
68.46881,14908
68.46881,14909
68.47193,14910
68.47242,14911
68.47669,14912
68.48119,14913
68.48181,14914
68.48303,14915
68.48606,14916
68.48939,14917
68.49483,14918
68.49749,14919
68.49846,14920
68.4997,14921
68.5,14922
68.5,14923
68.5,14924
68.5,14925
68.50589,14926
68.5124,14927
68.51257,14928
68.51257,14929
68.51257,14930
68.51257,14931
68.51454,14932
68.51538,14933
68.521,14934
68.52434,14935
68.5264,14936
68.52696,14937
68.52807,14938
68.52809,14939
68.52817,14940
68.52894,14941
68.52941,14942
68.53187,14943
68.53355,14944
68.53355,14945
68.53357,14946
68.53365,14947
68.53744,14948
68.53877,14949
68.54075,14950
68.54163,14951
68.54253,14952
68.545,14953
68.54683,14954
68.54762,14955
68.54987,14956
68.55483,14957
68.56065,14958
68.56612,14959
68.56612,14960
68.56612,14961
68.56822,14962
68.57081,14963
68.57104,14964
68.5711,14965
68.5745,14966
68.57632,14967
68.57651,14968
68.57698,14969
68.57703,14970
68.57724,14971
68.57743,14972
68.57951,14973
68.57951,14974
68.57951,14975
68.58016,14976
68.58016,14977
68.58211,14978
68.58246,14979
68.58289,14980
68.58289,14981
68.58333,14982
68.58333,14983
68.59001,14984
68.59028,14985
68.59253,14986
68.59916,14987
68.60109,14988
68.60139,14989
68.60315,14990
68.60354,14991
68.60454,14992
68.60508,14993
68.61411,14994
68.61411,14995
68.6145,14996
68.6147,14997
68.61583,14998
68.6175,14999
68.6198,15000
68.62105,15001
68.62287,15002
68.62721,15003
68.62743,15004
68.62858,15005
68.62858,15006
68.6295,15007
68.63305,15008
68.63567,15009
68.63652,15010
68.63732,15011
68.64381,15012
68.64679,15013
68.64702,15014
68.64702,15015
68.65168,15016
68.65497,15017
68.65653,15018
68.65758,15019
68.65917,15020
68.65964,15021
68.65979,15022
68.66232,15023
68.66292,15024
68.66292,15025
68.66371,15026
68.66621,15027
68.66667,15028
68.67349,15029
68.67349,15030
68.68098,15031
68.68098,15032
68.68681,15033
68.68833,15034
68.68932,15035
68.69182,15036
68.69711,15037
68.69767,15038
68.69857,15039
68.70118,15040
68.70622,15041
68.70636,15042
68.71175,15043
68.71187,15044
68.71793,15045
68.72011,15046
68.72277,15047
68.72432,15048
68.72604,15049
68.72711,15050
68.72731,15051
68.72786,15052
68.72788,15053
68.72788,15054
68.72956,15055
68.73002,15056
68.73002,15057
68.74051,15058
68.74103,15059
68.74433,15060
68.74577,15061
68.74594,15062
68.74909,15063
68.74953,15064
68.75,15065
68.75,15066
68.75358,15067
68.75386,15068
68.7552,15069
68.7577,15070
68.76058,15071
68.76204,15072
68.76288,15073
68.76306,15074
68.76496,15075
68.77075,15076
68.77667,15077
68.78212,15078
68.78335,15079
68.78335,15080
68.78407,15081
68.78458,15082
68.78458,15083
68.78645,15084
68.79206,15085
68.79247,15086
68.79575,15087
68.79575,15088
68.79575,15089
68.79742,15090
68.80912,15091
68.81034,15092
68.81146,15093
68.81146,15094
68.81274,15095
68.81574,15096
68.81574,15097
68.81776,15098
68.82174,15099
68.82176,15100
68.82661,15101
68.82776,15102
68.82982,15103
68.8318,15104
68.83189,15105
68.83189,15106
68.83315,15107
68.83329,15108
68.83333,15109
68.83852,15110
68.84463,15111
68.84635,15112
68.85003,15113
68.85731,15114
68.85859,15115
68.86246,15116
68.86336,15117
68.86432,15118
68.86558,15119
68.86717,15120
68.86717,15121
68.86717,15122
68.86744,15123
68.86762,15124
68.87471,15125
68.87589,15126
68.87806,15127
68.88288,15128
68.88387,15129
68.88539,15130
68.88568,15131
68.88665,15132
68.88854,15133
68.88854,15134
68.8888,15135
68.8888,15136
68.88986,15137
68.89175,15138
68.89408,15139
68.89857,15140
68.89938,15141
68.90269,15142
68.90315,15143
68.90323,15144
68.90472,15145
68.90672,15146
68.90857,15147
68.91362,15148
68.91504,15149
68.92047,15150
68.92117,15151
68.92202,15152
68.92397,15153
68.92581,15154
68.93743,15155
68.9381,15156
68.93822,15157
68.94645,15158
68.94819,15159
68.95283,15160
68.95286,15161
68.95619,15162
68.95619,15163
68.95619,15164
68.95928,15165
68.96065,15166
68.96117,15167
68.96296,15168
68.96296,15169
68.96694,15170
68.96694,15171
68.96694,15172
68.96723,15173
68.96755,15174
68.97155,15175
68.97424,15176
68.97775,15177
68.97961,15178
68.97982,15179
68.98618,15180
68.98771,15181
68.99303,15182
68.99408,15183
68.99408,15184
68.99408,15185
68.99408,15186
68.99408,15187
68.99854,15188
68.99871,15189
68.99871,15190
68.99871,15191
68.99907,15192
68.99907,15193
68.99926,15194
68.9996,15195
69.00472,15196
69.00545,15197
69.00718,15198
69.00718,15199
69.00962,15200
69.00962,15201
69.01327,15202
69.01379,15203
69.01745,15204
69.03019,15205
69.03228,15206
69.03332,15207
69.03378,15208
69.03378,15209
69.03695,15210
69.03929,15211
69.04015,15212
69.04147,15213
69.04205,15214
69.04205,15215
69.04306,15216
69.04374,15217
69.05214,15218
69.05376,15219
69.05376,15220
69.05609,15221
69.05826,15222
69.06146,15223
69.06386,15224
69.0694,15225
69.07123,15226
69.07667,15227
69.07679,15228
69.07963,15229
69.07983,15230
69.07995,15231
69.08002,15232
69.08121,15233
69.08331,15234
69.09311,15235
69.0956,15236
69.09594,15237
69.09594,15238
69.09594,15239
69.09771,15240
69.09844,15241
69.10058,15242
69.102,15243
69.10228,15244
69.10323,15245
69.10328,15246
69.10328,15247
69.10605,15248
69.1102,15249
69.11067,15250
69.11103,15251
69.11271,15252
69.1145,15253
69.11727,15254
69.11737,15255
69.11754,15256
69.11951,15257
69.12003,15258
69.12171,15259
69.12191,15260
69.12191,15261
69.12191,15262
69.12552,15263
69.13068,15264
69.1345,15265
69.1345,15266
69.13595,15267
69.13637,15268
69.13867,15269
69.13918,15270
69.13985,15271
69.14146,15272
69.14147,15273
69.14663,15274
69.14898,15275
69.14926,15276
69.14961,15277
69.15028,15278
69.15046,15279
69.15208,15280
69.15208,15281
69.15431,15282
69.15769,15283
69.15794,15284
69.16667,15285
69.17061,15286
69.17306,15287
69.17334,15288
69.17334,15289
69.17585,15290
69.17746,15291
69.17746,15292
69.18429,15293
69.18688,15294
69.18876,15295
69.18986,15296
69.2039,15297
69.20853,15298
69.21016,15299
69.21093,15300
69.21205,15301
69.21628,15302
69.21646,15303
69.22003,15304
69.22154,15305
69.22351,15306
69.22459,15307
69.22463,15308
69.23073,15309
69.23416,15310
69.23416,15311
69.23522,15312
69.23527,15313
69.23743,15314
69.24422,15315
69.24848,15316
69.24859,15317
69.25,15318
69.26167,15319
69.26167,15320
69.26216,15321
69.26224,15322
69.26504,15323
69.26635,15324
69.26635,15325
69.26855,15326
69.27053,15327
69.27053,15328
69.27164,15329
69.27324,15330
69.27368,15331
69.27458,15332
69.27641,15333
69.2769,15334
69.27861,15335
69.28021,15336
69.28021,15337
69.28197,15338
69.28684,15339
69.28684,15340
69.28684,15341
69.28684,15342
69.29273,15343
69.29347,15344
69.29762,15345
69.29762,15346
69.29802,15347
69.29851,15348
69.31141,15349
69.31324,15350
69.31377,15351
69.31942,15352
69.31975,15353
69.32109,15354
69.32114,15355
69.32462,15356
69.32579,15357
69.33169,15358
69.33172,15359
69.33187,15360
69.33333,15361
69.33333,15362
69.33333,15363
69.33992,15364
69.3409,15365
69.34285,15366
69.34547,15367
69.35049,15368
69.35348,15369
69.35405,15370
69.35405,15371
69.37081,15372
69.37081,15373
69.37406,15374
69.37656,15375
69.37674,15376
69.3813,15377
69.38595,15378
69.38875,15379
69.3891,15380
69.3894,15381
69.39353,15382
69.39356,15383
69.39769,15384
69.39969,15385
69.40073,15386
69.401,15387
69.40168,15388
69.40267,15389
69.40267,15390
69.40267,15391
69.40315,15392
69.40315,15393
69.40442,15394
69.40584,15395
69.40593,15396
69.40907,15397
69.40977,15398
69.40991,15399
69.41074,15400
69.41082,15401
69.41137,15402
69.41358,15403
69.4151,15404
69.41546,15405
69.41667,15406
69.42154,15407
69.4233,15408
69.42376,15409
69.42376,15410
69.42376,15411
69.42376,15412
69.42406,15413
69.42841,15414
69.42875,15415
69.43791,15416
69.43836,15417
69.4406,15418
69.442,15419
69.44576,15420
69.45052,15421
69.45133,15422
69.45319,15423
69.45468,15424
69.45558,15425
69.45558,15426
69.45559,15427
69.46516,15428
69.46534,15429
69.46787,15430
69.4696,15431
69.47145,15432
69.47215,15433
69.47427,15434
69.47427,15435
69.48496,15436
69.49047,15437
69.49424,15438
69.49747,15439
69.49747,15440
69.49747,15441
69.49747,15442
69.49747,15443
69.49747,15444
69.49747,15445
69.49859,15446
69.50374,15447
69.50374,15448
69.50492,15449
69.50576,15450
69.50925,15451
69.51007,15452
69.51007,15453
69.51551,15454
69.51616,15455
69.52028,15456
69.52028,15457
69.52331,15458
69.52903,15459
69.52903,15460
69.52903,15461
69.52903,15462
69.53398,15463
69.53398,15464
69.5355,15465
69.53945,15466
69.54312,15467
69.54312,15468
69.54732,15469
69.54776,15470
69.54996,15471
69.5521,15472
69.55523,15473
69.55577,15474
69.55685,15475
69.55745,15476
69.55745,15477
69.55745,15478
69.55745,15479
69.55745,15480
69.55745,15481
69.55822,15482
69.55822,15483
69.56387,15484
69.56387,15485
69.56786,15486
69.57094,15487
69.57377,15488
69.57434,15489
69.57507,15490
69.57772,15491
69.57939,15492
69.57979,15493
69.58006,15494
69.58228,15495
69.58284,15496
69.58333,15497
69.58333,15498
69.58333,15499
69.58871,15500
69.59372,15501
69.59372,15502
69.59388,15503
69.59388,15504
69.59562,15505
69.60331,15506
69.60331,15507
69.60331,15508
69.6078,15509
69.61189,15510
69.61755,15511
69.6252,15512
69.62733,15513
69.62875,15514
69.63335,15515
69.63547,15516
69.636,15517
69.63929,15518
69.64226,15519
69.6443,15520
69.64785,15521
69.64885,15522
69.64885,15523
69.6496,15524
69.6496,15525
69.6547,15526
69.66239,15527
69.6651,15528
69.66976,15529
69.67076,15530
69.67078,15531
69.6713,15532
69.67316,15533
69.67462,15534
69.67462,15535
69.67666,15536
69.67931,15537
69.67951,15538
69.68192,15539
69.68274,15540
69.68369,15541
69.68975,15542
69.69096,15543
69.69189,15544
69.69197,15545
69.69208,15546
69.69273,15547
69.69502,15548
69.69857,15549
69.69923,15550
69.69959,15551
69.70111,15552
69.70111,15553
69.70198,15554
69.70235,15555
69.70342,15556
69.70376,15557
69.70465,15558
69.70597,15559
69.70679,15560
69.71389,15561
69.71389,15562
69.71466,15563
69.71466,15564
69.71466,15565
69.71466,15566
69.71466,15567
69.71466,15568
69.71765,15569
69.71803,15570
69.72005,15571
69.72123,15572
69.72171,15573
69.73146,15574
69.73258,15575
69.7327,15576
69.73312,15577
69.7351,15578
69.74622,15579
69.74624,15580
69.75,15581
69.75,15582
69.75,15583
69.75662,15584
69.75708,15585
69.76446,15586
69.77123,15587
69.77123,15588
69.77123,15589
69.77259,15590
69.77297,15591
69.77456,15592
69.77523,15593
69.77523,15594
69.77523,15595
69.77523,15596
69.77523,15597
69.77598,15598
69.77628,15599
69.77656,15600
69.77752,15601
69.77808,15602
69.7806,15603
69.78335,15604
69.7841,15605
69.78474,15606
69.78965,15607
69.78978,15608
69.79158,15609
69.79158,15610
69.79241,15611
69.79425,15612
69.79461,15613
69.79489,15614
69.79742,15615
69.79742,15616
69.7995,15617
69.80245,15618
69.803,15619
69.80654,15620
69.80699,15621
69.80796,15622
69.80796,15623
69.80802,15624
69.80938,15625
69.81008,15626
69.81443,15627
69.82087,15628
69.82652,15629
69.82652,15630
69.82652,15631
69.82652,15632
69.82728,15633
69.83108,15634
69.83276,15635
69.83611,15636
69.84801,15637
69.84801,15638
69.84801,15639
69.84868,15640
69.84906,15641
69.84934,15642
69.85047,15643
69.85164,15644
69.85183,15645
69.8524,15646
69.85456,15647
69.85647,15648
69.85842,15649
69.86131,15650
69.86131,15651
69.86187,15652
69.86863,15653
69.86969,15654
69.86975,15655
69.8698,15656
69.87013,15657
69.87045,15658
69.87249,15659
69.87273,15660
69.87597,15661
69.87742,15662
69.87848,15663
69.88104,15664
69.88104,15665
69.88104,15666
69.88104,15667
69.88104,15668
69.88384,15669
69.88384,15670
69.88584,15671
69.88686,15672
69.88888,15673
69.88888,15674
69.88923,15675
69.89079,15676
69.89193,15677
69.89216,15678
69.89216,15679
69.89378,15680
69.89429,15681
69.8989,15682
69.89931,15683
69.90559,15684
69.90745,15685
69.90777,15686
69.91134,15687
69.91421,15688
69.91421,15689
69.91421,15690
69.91667,15691
69.91667,15692
69.91667,15693
69.91667,15694
69.92104,15695
69.92369,15696
69.9289,15697
69.92941,15698
69.93164,15699
69.93312,15700
69.93397,15701
69.93405,15702
69.93478,15703
69.94393,15704
69.94532,15705
69.94532,15706
69.94574,15707
69.9494,15708
69.95602,15709
69.95865,15710
69.95865,15711
69.95873,15712
69.9612,15713
69.96625,15714
69.96959,15715
69.97049,15716
69.97156,15717
69.97625,15718
69.97701,15719
69.98252,15720
69.98252,15721
69.98286,15722
69.98316,15723
69.98471,15724
69.98471,15725
69.98564,15726
69.98759,15727
69.99356,15728
69.99392,15729
69.99392,15730
69.9941,15731
69.99562,15732
69.99582,15733
69.99591,15734
69.9989,15735
69.99894,15736
70,15737
70.00911,15738
70.00965,15739
70.01543,15740
70.02277,15741
70.02668,15742
70.03061,15743
70.03248,15744
70.03313,15745
70.03415,15746
70.03851,15747
70.03851,15748
70.03851,15749
70.03851,15750
70.03851,15751
70.03851,15752
70.04665,15753
70.04691,15754
70.05738,15755
70.05738,15756
70.06283,15757
70.065,15758
70.07379,15759
70.07425,15760
70.07696,15761
70.07897,15762
70.08243,15763
70.08304,15764
70.08333,15765
70.08813,15766
70.08983,15767
70.09006,15768
70.09069,15769
70.09069,15770
70.09069,15771
70.09096,15772
70.09332,15773
70.09474,15774
70.09474,15775
70.09532,15776
70.09611,15777
70.09756,15778
70.10011,15779
70.1008,15780
70.10662,15781
70.10903,15782
70.10954,15783
70.10954,15784
70.11307,15785
70.11421,15786
70.11552,15787
